"ServerName","DateRun","Risk","Count"
"Server16","12/9/2020","critical","0"
"Server16","12/9/2020","total","0"
"Server17","12/9/2020","none","9"
"Server17","12/9/2020","low","1"
"Server17","12/9/2020","medium","3"
"Server17","12/9/2020","high","2"
"Server17","12/9/2020","critical","1"
"Server17","12/9/2020","total","15"
"Server18","12/9/2020","none","0"
"Server18","12/9/2020","low","0"
"Server18","12/9/2020","medium","0"
"Server18","12/9/2020","high","0"
"Server18","12/9/2020","critical","0"
"Server18","12/9/2020","total","0"
"Server19","12/9/2020","none","0"
"Server19","12/9/2020","low","0"
"Server19","12/9/2020","medium","0"
"Server19","12/9/2020","high","0"
"Server19","12/9/2020","critical","0"
"Server19","12/9/2020","total","0"
"Server20","12/9/2020","none","0"
"Server20","12/9/2020","low","0"
"Server20","12/9/2020","medium","0"
"Server20","12/9/2020","high","0"
"Server20","12/9/2020","critical","0"
"Server20","12/9/2020","total","0"
"Server21","12/9/2020","none","0"
"Server21","12/9/2020","low","0"
"Server21","12/9/2020","medium","0"
"Server21","12/9/2020","high","0"
"Server21","12/9/2020","critical","0"
"Server21","12/9/2020","total","0"
"Server22","12/9/2020","none","14"
"Server22","12/9/2020","low","1"
"Server22","12/9/2020","medium","5"
"Server22","12/9/2020","high","2"
"Server22","12/9/2020","critical","1"
"Server22","12/9/2020","total","24"
"Server23","12/9/2020","none","8"
"Server23","12/9/2020","low","1"
"Server23","12/9/2020","medium","3"
"Server23","12/9/2020","high","1"
"Server23","12/9/2020","critical","1"
"Server23","12/9/2020","total","14"
"Server24","12/9/2020","none","0"
"Server24","12/9/2020","low","0"
"Server24","12/9/2020","medium","0"
"Server24","12/9/2020","high","0"
"Server24","12/9/2020","critical","0"
"Server24","12/9/2020","total","0"
"Server25","12/9/2020","none","0"
"Server25","12/9/2020","low","0"
"Server25","12/9/2020","medium","0"
"Server25","12/9/2020","high","0"
"Server25","12/9/2020","critical","0"
"Server25","12/9/2020","total","0"
"Server26","12/9/2020","none","0"
"Server26","12/9/2020","low","0"
"Server26","12/9/2020","medium","0"
"Server26","12/9/2020","high","0"
"Server26","12/9/2020","critical","0"
"Server26","12/9/2020","total","0"
"Server27","12/9/2020","none","13"
"Server27","12/9/2020","low","1"
"Server27","12/9/2020","medium","4"
"Server27","12/9/2020","high","2"
"Server27","12/9/2020","critical","1"
"Server27","12/9/2020","total","21"
"Server28","12/9/2020","none","0"
"Server28","12/9/2020","low","0"
"Server28","12/9/2020","medium","0"
"Server28","12/9/2020","high","0"
"Server28","12/9/2020","critical","0"
"Server28","12/9/2020","total","0"
"Server29","12/9/2020","none","5"
"Server29","12/9/2020","low","0"
"Server29","12/9/2020","medium","2"
"Server29","12/9/2020","high","1"
"Server29","12/9/2020","critical","0"
"Server29","12/9/2020","total","8"
"Server30","12/9/2020","none","0"
"Server30","12/9/2020","low","0"
"Server30","12/9/2020","medium","0"
"Server30","12/9/2020","high","0"
"Server30","12/9/2020","critical","0"
"Server30","12/9/2020","total","0"
"Server31","12/9/2020","none","28"
"Server31","12/9/2020","low","2"
"Server31","12/9/2020","medium","9"
"Server31","12/9/2020","high","5"
"Server31","12/9/2020","critical","2"
"Server31","12/9/2020","total","46"
"Server32","12/9/2020","none","0"
"Server32","12/9/2020","low","0"
"Server32","12/9/2020","medium","0"
"Server32","12/9/2020","high","0"
"Server32","12/9/2020","critical","0"
"Server32","12/9/2020","total","0"
"Server33","12/9/2020","none","0"
"Server33","12/9/2020","low","0"
"Server33","12/9/2020","medium","0"
"Server33","12/9/2020","high","0"
"Server33","12/9/2020","critical","0"
"Server33","12/9/2020","total","0"
"Server34","12/9/2020","none","0"
"Server34","12/9/2020","low","0"
"Server34","12/9/2020","medium","0"
"Server34","12/9/2020","high","0"
"Server34","12/9/2020","critical","0"
"Server34","12/9/2020","total","0"
"Server35","12/9/2020","none","0"
"Server35","12/9/2020","low","0"
"Server35","12/9/2020","medium","0"
"Server35","12/9/2020","high","0"
"Server35","12/9/2020","critical","0"
"Server35","12/9/2020","total","0"
"Server36","12/9/2020","none","23"
"Server36","12/9/2020","low","2"
"Server36","12/9/2020","medium","8"
"Server36","12/9/2020","high","4"
"Server36","12/9/2020","critical","2"
"Server36","12/9/2020","total","38"
"Server37","12/9/2020","none","0"
"Server37","12/9/2020","low","0"
"Server37","12/9/2020","medium","0"
"Server37","12/9/2020","high","0"
"Server37","12/9/2020","critical","0"
"Server37","12/9/2020","total","0"
"Server38","12/9/2020","none","0"
"Server38","12/9/2020","low","0"
"Server38","12/9/2020","medium","0"
"Server38","12/9/2020","high","0"
"Server38","12/9/2020","critical","0"
"Server38","12/9/2020","total","0"
"Server39","12/9/2020","none","18"
"Server39","12/9/2020","low","2"
"Server39","12/9/2020","medium","6"
"Server39","12/9/2020","high","3"
"Server39","12/9/2020","critical","2"
"Server39","12/9/2020","total","30"
"Server40","12/9/2020","none","0"
"Server40","12/9/2020","low","0"
"Server40","12/9/2020","medium","0"
"Server40","12/9/2020","high","0"
"Server40","12/9/2020","critical","0"
"Server40","12/9/2020","total","0"
"Server41","12/9/2020","none","0"
"Server41","12/9/2020","low","0"
"Server41","12/9/2020","medium","0"
"Server41","12/9/2020","high","0"
"Server41","12/9/2020","critical","0"
"Server41","12/9/2020","total","0"
"Server42","12/9/2020","none","0"
"Server42","12/9/2020","low","0"
"Server42","12/9/2020","medium","0"
"Server42","12/9/2020","high","0"
"Server42","12/9/2020","critical","0"
"Server42","12/9/2020","total","0"
"Server43","12/9/2020","none","0"
"Server43","12/9/2020","low","0"
"Server43","12/9/2020","medium","0"
"Server43","12/9/2020","high","0"
"Server43","12/9/2020","critical","0"
"Server43","12/9/2020","total","0"
"Server44","12/9/2020","none","0"
"Server44","12/9/2020","low","0"
"Server44","12/9/2020","medium","0"
"Server44","12/9/2020","high","0"
"Server44","12/9/2020","critical","0"
"Server44","12/9/2020","total","0"
"Server45","12/9/2020","none","0"
"Server45","12/9/2020","low","0"
"Server45","12/9/2020","medium","0"
"Server45","12/9/2020","high","0"
"Server45","12/9/2020","critical","0"
"Server45","12/9/2020","total","0"
"Server46","12/9/2020","none","23"
"Server46","12/9/2020","low","2"
"Server46","12/9/2020","medium","8"
"Server46","12/9/2020","high","4"
"Server46","12/9/2020","critical","2"
"Server46","12/9/2020","total","39"
"Server47","12/9/2020","none","28"
"Server47","12/9/2020","low","2"
"Server47","12/9/2020","medium","9"
"Server47","12/9/2020","high","5"
"Server47","12/9/2020","critical","2"
"Server47","12/9/2020","total","46"
"Server48","12/9/2020","none","11"
"Server48","12/9/2020","low","1"
"Server48","12/9/2020","medium","4"
"Server48","12/9/2020","high","2"
"Server48","12/9/2020","critical","1"
"Server48","12/9/2020","total","18"
"Server49","12/9/2020","none","0"
"Server49","12/9/2020","low","0"
"Server49","12/9/2020","medium","0"
"Server49","12/9/2020","high","0"
"Server49","12/9/2020","critical","0"
"Server49","12/9/2020","total","0"
"Server0","12/10/2020","none","18"
"Server0","12/10/2020","low","2"
"Server0","12/10/2020","medium","6"
"Server0","12/10/2020","high","3"
"Server0","12/10/2020","critical","2"
"Server0","12/10/2020","total","30"
"Server1","12/10/2020","none","13"
"Server1","12/10/2020","low","1"
"Server1","12/10/2020","medium","4"
"Server1","12/10/2020","high","2"
"Server1","12/10/2020","critical","1"
"Server1","12/10/2020","total","21"
"Server2","12/10/2020","none","32"
"Server2","12/10/2020","low","3"
"Server2","12/10/2020","medium","11"
"Server2","12/10/2020","high","5"
"Server2","12/10/2020","critical","3"
"Server2","12/10/2020","total","54"
"Server3","12/10/2020","none","0"
"Server3","12/10/2020","low","0"
"Server3","12/10/2020","medium","0"
"Server3","12/10/2020","high","0"
"Server3","12/10/2020","critical","0"
"Server3","12/10/2020","total","0"
"Server4","12/10/2020","none","0"
"Server4","12/10/2020","low","0"
"Server4","12/10/2020","medium","0"
"Server4","12/10/2020","high","0"
"Server4","12/10/2020","critical","0"
"Server4","12/10/2020","total","0"
"Server5","12/10/2020","none","0"
"Server5","12/10/2020","low","0"
"Server5","12/10/2020","medium","0"
"Server5","12/10/2020","high","0"
"Server5","12/10/2020","critical","0"
"Server5","12/10/2020","total","0"
"Server6","12/10/2020","none","2"
"Server6","12/10/2020","low","0"
"Server6","12/10/2020","medium","1"
"Server6","12/10/2020","high","0"
"Server6","12/10/2020","critical","0"
"Server6","12/10/2020","total","4"
"Server7","12/10/2020","none","68"
"Server7","12/10/2020","low","6"
"Server7","12/10/2020","medium","23"
"Server7","12/10/2020","high","11"
"Server7","12/10/2020","critical","6"
"Server7","12/10/2020","total","114"
"Server8","12/10/2020","none","5"
"Server8","12/10/2020","low","0"
"Server8","12/10/2020","medium","2"
"Server8","12/10/2020","high","1"
"Server8","12/10/2020","critical","0"
"Server8","12/10/2020","total","8"
"Server9","12/10/2020","none","0"
"Server9","12/10/2020","low","0"
"Server9","12/10/2020","medium","0"
"Server9","12/10/2020","high","0"
"Server9","12/10/2020","critical","0"
"Server9","12/10/2020","total","0"
"Server10","12/10/2020","none","3"
"Server10","12/10/2020","low","0"
"Server10","12/10/2020","medium","1"
"Server10","12/10/2020","high","0"
"Server10","12/10/2020","critical","0"
"Server10","12/10/2020","total","5"
"Server11","12/10/2020","none","0"
"Server11","12/10/2020","low","0"
"Server11","12/10/2020","medium","0"
"Server11","12/10/2020","high","0"
"Server11","12/10/2020","critical","0"
"Server11","12/10/2020","total","0"
"Server12","12/10/2020","none","0"
"Server12","12/10/2020","low","0"
"Server12","12/10/2020","medium","0"
"Server12","12/10/2020","high","0"
"Server12","12/10/2020","critical","0"
"Server12","12/10/2020","total","0"
"Server13","12/10/2020","none","0"
"Server13","12/10/2020","low","0"
"Server13","12/10/2020","medium","0"
"Server13","12/10/2020","high","0"
"Server13","12/10/2020","critical","0"
"Server13","12/10/2020","total","0"
"Server14","12/10/2020","none","0"
"Server14","12/10/2020","low","0"
"Server14","12/10/2020","medium","0"
"Server14","12/10/2020","high","0"
"Server14","12/10/2020","critical","0"
"Server14","12/10/2020","total","0"
"Server15","12/10/2020","none","26"
"Server15","12/10/2020","low","2"
"Server15","12/10/2020","medium","9"
"Server15","12/10/2020","high","4"
"Server15","12/10/2020","critical","2"
"Server15","12/10/2020","total","43"
"Server16","12/10/2020","none","0"
"Server16","12/10/2020","low","0"
"Server16","12/10/2020","medium","0"
"Server16","12/10/2020","high","0"
"Server16","12/10/2020","critical","0"
"Server16","12/10/2020","total","0"
"Server17","12/10/2020","none","10"
"Server17","12/10/2020","low","1"
"Server17","12/10/2020","medium","3"
"Server17","12/10/2020","high","2"
"Server17","12/10/2020","critical","1"
"Server17","12/10/2020","total","16"
"Server18","12/10/2020","none","0"
"Server18","12/10/2020","low","0"
"Server18","12/10/2020","medium","0"
"Server18","12/10/2020","high","0"
"Server18","12/10/2020","critical","0"
"Server18","12/10/2020","total","0"
"Server19","12/10/2020","none","0"
"Server19","12/10/2020","low","0"
"Server19","12/10/2020","medium","0"
"Server19","12/10/2020","high","0"
"Server19","12/10/2020","critical","0"
"Server19","12/10/2020","total","0"
"Server20","12/10/2020","none","0"
"Server20","12/10/2020","low","0"
"Server20","12/10/2020","medium","0"
"Server20","12/10/2020","high","0"
"Server20","12/10/2020","critical","0"
"Server20","12/10/2020","total","0"
"Server21","12/10/2020","none","0"
"Server21","12/10/2020","low","0"
"Server21","12/10/2020","medium","0"
"Server21","12/10/2020","high","0"
"Server21","12/10/2020","critical","0"
"Server21","12/10/2020","total","0"
"Server22","12/10/2020","none","14"
"Server22","12/10/2020","low","1"
"Server22","12/10/2020","medium","5"
"Server22","12/10/2020","high","2"
"Server22","12/10/2020","critical","1"
"Server22","12/10/2020","total","23"
"Server23","12/10/2020","none","0"
"Server23","12/10/2020","low","0"
"Server23","12/10/2020","medium","0"
"Server23","12/10/2020","high","0"
"Server23","12/10/2020","critical","0"
"Server23","12/10/2020","total","0"
"Server24","12/10/2020","none","0"
"Server24","12/10/2020","low","0"
"Server24","12/10/2020","medium","0"
"Server24","12/10/2020","high","0"
"Server24","12/10/2020","critical","0"
"Server24","12/10/2020","total","0"
"Server25","12/10/2020","none","0"
"Server25","12/10/2020","low","0"
"Server25","12/10/2020","medium","0"
"Server25","12/10/2020","high","0"
"Server25","12/10/2020","critical","0"
"Server25","12/10/2020","total","0"
"Server26","12/10/2020","none","0"
"Server26","12/10/2020","low","0"
"Server26","12/10/2020","medium","0"
"Server26","12/10/2020","high","0"
"Server26","12/10/2020","critical","0"
"Server26","12/10/2020","total","0"
"Server27","12/10/2020","none","5"
"Server27","12/10/2020","low","0"
"Server27","12/10/2020","medium","2"
"Server27","12/10/2020","high","1"
"Server27","12/10/2020","critical","0"
"Server27","12/10/2020","total","9"
"Server28","12/10/2020","none","0"
"Server28","12/10/2020","low","0"
"Server28","12/10/2020","medium","0"
"Server28","12/10/2020","high","0"
"Server28","12/10/2020","critical","0"
"Server28","12/10/2020","total","0"
"Server29","12/10/2020","none","0"
"Server29","12/10/2020","low","0"
"Server29","12/10/2020","medium","0"
"Server29","12/10/2020","high","0"
"Server29","12/10/2020","critical","0"
"Server29","12/10/2020","total","0"
"Server30","12/10/2020","none","0"
"Server30","12/10/2020","low","0"
"Server30","12/10/2020","medium","0"
"Server30","12/10/2020","high","0"
"Server30","12/10/2020","critical","0"
"Server30","12/10/2020","total","0"
"Server31","12/10/2020","none","28"
"Server31","12/10/2020","low","2"
"Server31","12/10/2020","medium","9"
"Server31","12/10/2020","high","5"
"Server31","12/10/2020","critical","2"
"Server31","12/10/2020","total","46"
"Server32","12/10/2020","none","0"
"Server32","12/10/2020","low","0"
"Server32","12/10/2020","medium","0"
"Server32","12/10/2020","high","0"
"Server32","12/10/2020","critical","0"
"Server32","12/10/2020","total","0"
"Server33","12/10/2020","none","0"
"Server33","12/10/2020","low","0"
"Server33","12/10/2020","medium","0"
"Server33","12/10/2020","high","0"
"Server33","12/10/2020","critical","0"
"Server33","12/10/2020","total","0"
"Server34","12/10/2020","none","0"
"Server34","12/10/2020","low","0"
"Server34","12/10/2020","medium","0"
"Server34","12/10/2020","high","0"
"Server34","12/10/2020","critical","0"
"Server34","12/10/2020","total","0"
"Server35","12/10/2020","none","0"
"Server35","12/10/2020","low","0"
"Server35","12/10/2020","medium","0"
"Server35","12/10/2020","high","0"
"Server35","12/10/2020","critical","0"
"Server35","12/10/2020","total","0"
"Server36","12/10/2020","none","16"
"Server36","12/10/2020","low","1"
"Server36","12/10/2020","medium","5"
"Server36","12/10/2020","high","3"
"Server36","12/10/2020","critical","1"
"Server36","12/10/2020","total","27"
"Server37","12/10/2020","none","0"
"Server37","12/10/2020","low","0"
"Server37","12/10/2020","medium","0"
"Server37","12/10/2020","high","0"
"Server37","12/10/2020","critical","0"
"Server37","12/10/2020","total","0"
"Server38","12/10/2020","none","0"
"Server38","12/10/2020","low","0"
"Server38","12/10/2020","medium","0"
"Server38","12/10/2020","high","0"
"Server38","12/10/2020","critical","0"
"Server38","12/10/2020","total","0"
"Server39","12/10/2020","none","19"
"Server39","12/10/2020","low","2"
"Server39","12/10/2020","medium","6"
"Server39","12/10/2020","high","3"
"Server39","12/10/2020","critical","2"
"Server39","12/10/2020","total","31"
"Server40","12/10/2020","none","0"
"Server40","12/10/2020","low","0"
"Server40","12/10/2020","medium","0"
"Server40","12/10/2020","high","0"
"Server40","12/10/2020","critical","0"
"Server40","12/10/2020","total","0"
"Server41","12/10/2020","none","0"
"Server41","12/10/2020","low","0"
"Server41","12/10/2020","medium","0"
"Server41","12/10/2020","high","0"
"Server41","12/10/2020","critical","0"
"Server41","12/10/2020","total","0"
"Server42","12/10/2020","none","0"
"Server42","12/10/2020","low","0"
"Server42","12/10/2020","medium","0"
"Server42","12/10/2020","high","0"
"Server42","12/10/2020","critical","0"
"Server42","12/10/2020","total","0"
"Server43","12/10/2020","none","0"
"Server43","12/10/2020","low","0"
"Server43","12/10/2020","medium","0"
"Server43","12/10/2020","high","0"
"Server43","12/10/2020","critical","0"
"Server43","12/10/2020","total","0"
"Server44","12/10/2020","none","0"
"Server44","12/10/2020","low","0"
"Server44","12/10/2020","medium","0"
"Server44","12/10/2020","high","0"
"Server44","12/10/2020","critical","0"
"Server44","12/10/2020","total","0"
"Server45","12/10/2020","none","0"
"Server45","12/10/2020","low","0"
"Server45","12/10/2020","medium","0"
"Server45","12/10/2020","high","0"
"Server45","12/10/2020","critical","0"
"Server45","12/10/2020","total","0"
"Server46","12/10/2020","none","23"
"Server46","12/10/2020","low","2"
"Server46","12/10/2020","medium","8"
"Server46","12/10/2020","high","4"
"Server46","12/10/2020","critical","2"
"Server46","12/10/2020","total","39"
"Server47","12/10/2020","none","24"
"Server47","12/10/2020","low","2"
"Server47","12/10/2020","medium","8"
"Server47","12/10/2020","high","4"
"Server47","12/10/2020","critical","2"
"Server47","12/10/2020","total","40"
"Server48","12/10/2020","none","11"
"Server48","12/10/2020","low","1"
"Server48","12/10/2020","medium","4"
"Server48","12/10/2020","high","2"
"Server48","12/10/2020","critical","1"
"Server48","12/10/2020","total","19"
"Server49","12/10/2020","none","0"
"Server49","12/10/2020","low","0"
"Server49","12/10/2020","medium","0"
"Server49","12/10/2020","high","0"
"Server49","12/10/2020","critical","0"
"Server49","12/10/2020","total","0"
"Server0","12/11/2020","none","17"
"Server0","12/11/2020","low","1"
"Server0","12/11/2020","medium","6"
"Server0","12/11/2020","high","3"
"Server0","12/11/2020","critical","1"
"Server0","12/11/2020","total","28"
"Server1","12/11/2020","none","13"
"Server1","12/11/2020","low","1"
"Server1","12/11/2020","medium","4"
"Server1","12/11/2020","high","2"
"Server1","12/11/2020","critical","1"
"Server1","12/11/2020","total","21"
"Server2","12/11/2020","none","32"
"Server2","12/11/2020","low","3"
"Server2","12/11/2020","medium","11"
"Server2","12/11/2020","high","5"
"Server2","12/11/2020","critical","3"
"Server2","12/11/2020","total","54"
"Server3","12/11/2020","none","0"
"Server3","12/11/2020","low","0"
"Server3","12/11/2020","medium","0"
"Server3","12/11/2020","high","0"
"Server3","12/11/2020","critical","0"
"Server3","12/11/2020","total","0"
"Server4","12/11/2020","none","0"
"Server4","12/11/2020","low","0"
"Server4","12/11/2020","medium","0"
"Server4","12/11/2020","high","0"
"Server4","12/11/2020","critical","0"
"Server4","12/11/2020","total","0"
"Server5","12/11/2020","none","0"
"Server5","12/11/2020","low","0"
"Server5","12/11/2020","medium","0"
"Server5","12/11/2020","high","0"
"Server5","12/11/2020","critical","0"
"Server5","12/11/2020","total","0"
"Server6","12/11/2020","none","0"
"Server6","12/11/2020","low","0"
"Server6","12/11/2020","medium","0"
"Server6","12/11/2020","high","0"
"Server6","12/11/2020","critical","0"
"Server6","12/11/2020","total","0"
"Server7","12/11/2020","none","68"
"Server7","12/11/2020","low","6"
"Server7","12/11/2020","medium","23"
"Server7","12/11/2020","high","11"
"Server7","12/11/2020","critical","6"
"Server7","12/11/2020","total","114"
"Server8","12/11/2020","none","5"
"Server8","12/11/2020","low","0"
"Server8","12/11/2020","medium","2"
"Server8","12/11/2020","high","1"
"Server8","12/11/2020","critical","0"
"Server8","12/11/2020","total","8"
"Server9","12/11/2020","none","0"
"Server9","12/11/2020","low","0"
"Server9","12/11/2020","medium","0"
"Server9","12/11/2020","high","0"
"Server9","12/11/2020","critical","0"
"Server9","12/11/2020","total","0"
"Server10","12/11/2020","none","0"
"Server10","12/11/2020","low","0"
"Server10","12/11/2020","medium","0"
"Server10","12/11/2020","high","0"
"Server10","12/11/2020","critical","0"
"Server10","12/11/2020","total","0"
"Server11","12/11/2020","none","0"
"Server11","12/11/2020","low","0"
"Server11","12/11/2020","medium","0"
"Server11","12/11/2020","high","0"
"Server11","12/11/2020","critical","0"
"Server11","12/11/2020","total","0"
"Server12","12/11/2020","none","0"
"Server12","12/11/2020","low","0"
"Server12","12/11/2020","medium","0"
"Server12","12/11/2020","high","0"
"Server12","12/11/2020","critical","0"
"Server12","12/11/2020","total","0"
"Server13","12/11/2020","none","0"
"Server13","12/11/2020","low","0"
"Server13","12/11/2020","medium","0"
"Server13","12/11/2020","high","0"
"Server13","12/11/2020","critical","0"
"Server13","12/11/2020","total","0"
"Server14","12/11/2020","none","0"
"Server14","12/11/2020","low","0"
"Server14","12/11/2020","medium","0"
"Server14","12/11/2020","high","0"
"Server14","12/11/2020","critical","0"
"Server14","12/11/2020","total","0"
"Server15","12/11/2020","none","26"
"Server15","12/11/2020","low","2"
"Server15","12/11/2020","medium","9"
"Server15","12/11/2020","high","4"
"Server15","12/11/2020","critical","2"
"Server15","12/11/2020","total","43"
"Server16","12/11/2020","none","0"
"Server16","12/11/2020","low","0"
"Server16","12/11/2020","medium","0"
"Server16","12/11/2020","high","0"
"Server16","12/11/2020","critical","0"
"Server16","12/11/2020","total","0"
"Server17","12/11/2020","none","10"
"Server17","12/11/2020","low","1"
"Server17","12/11/2020","medium","3"
"Server17","12/11/2020","high","2"
"Server17","12/11/2020","critical","1"
"Server17","12/11/2020","total","17"
"Server18","12/11/2020","none","0"
"Server18","12/11/2020","low","0"
"Server18","12/11/2020","medium","0"
"Server18","12/11/2020","high","0"
"Server18","12/11/2020","critical","0"
"Server18","12/11/2020","total","0"
"Server19","12/11/2020","none","0"
"Server19","12/11/2020","low","0"
"Server19","12/11/2020","medium","0"
"Server19","12/11/2020","high","0"
"Server19","12/11/2020","critical","0"
"Server19","12/11/2020","total","0"
"Server20","12/11/2020","none","0"
"Server20","12/11/2020","low","0"
"Server20","12/11/2020","medium","0"
"Server20","12/11/2020","high","0"
"Server20","12/11/2020","critical","0"
"Server20","12/11/2020","total","0"
"Server21","12/11/2020","none","0"
"Server21","12/11/2020","low","0"
"Server21","12/11/2020","medium","0"
"Server21","12/11/2020","high","0"
"Server21","12/11/2020","critical","0"
"Server21","12/11/2020","total","0"
"Server22","12/11/2020","none","8"
"Server22","12/11/2020","low","1"
"Server22","12/11/2020","medium","3"
"Server22","12/11/2020","high","1"
"Server22","12/11/2020","critical","1"
"Server22","12/11/2020","total","14"
"Server23","12/11/2020","none","0"
"Server23","12/11/2020","low","0"
"Server23","12/11/2020","medium","0"
"Server23","12/11/2020","high","0"
"Server23","12/11/2020","critical","0"
"Server23","12/11/2020","total","0"
"Server24","12/11/2020","none","0"
"Server24","12/11/2020","low","0"
"Server24","12/11/2020","medium","0"
"Server24","12/11/2020","high","0"
"Server24","12/11/2020","critical","0"
"Server24","12/11/2020","total","0"
"Server25","12/11/2020","none","0"
"Server25","12/11/2020","low","0"
"Server25","12/11/2020","medium","0"
"Server25","12/11/2020","high","0"
"Server25","12/11/2020","critical","0"
"Server25","12/11/2020","total","0"
"Server26","12/11/2020","none","0"
"Server26","12/11/2020","low","0"
"Server26","12/11/2020","medium","0"
"Server26","12/11/2020","high","0"
"Server26","12/11/2020","critical","0"
"Server26","12/11/2020","total","0"
"Server27","12/11/2020","none","4"
"Server27","12/11/2020","low","0"
"Server27","12/11/2020","medium","1"
"Server27","12/11/2020","high","1"
"Server27","12/11/2020","critical","0"
"Server27","12/11/2020","total","7"
"Server28","12/11/2020","none","0"
"Server28","12/11/2020","low","0"
"Server28","12/11/2020","medium","0"
"Server28","12/11/2020","high","0"
"Server28","12/11/2020","critical","0"
"Server28","12/11/2020","total","0"
"Server29","12/11/2020","none","0"
"Server29","12/11/2020","low","0"
"Server29","12/11/2020","medium","0"
"Server29","12/11/2020","high","0"
"Server29","12/11/2020","critical","0"
"Server29","12/11/2020","total","0"
"Server30","12/11/2020","none","0"
"Server30","12/11/2020","low","0"
"Server30","12/11/2020","medium","0"
"Server30","12/11/2020","high","0"
"Server30","12/11/2020","critical","0"
"Server30","12/11/2020","total","0"
"Server31","12/11/2020","none","28"
"Server31","12/11/2020","low","2"
"Server31","12/11/2020","medium","9"
"Server31","12/11/2020","high","5"
"Server31","12/11/2020","critical","2"
"Server31","12/11/2020","total","46"
"Server32","12/11/2020","none","0"
"Server32","12/11/2020","low","0"
"Server32","12/11/2020","medium","0"
"Server32","12/11/2020","high","0"
"Server32","12/11/2020","critical","0"
"Server32","12/11/2020","total","0"
"Server33","12/11/2020","none","0"
"Server33","12/11/2020","low","0"
"Server33","12/11/2020","medium","0"
"Server33","12/11/2020","high","0"
"Server33","12/11/2020","critical","0"
"Server33","12/11/2020","total","0"
"Server34","12/11/2020","none","0"
"Server34","12/11/2020","low","0"
"Server34","12/11/2020","medium","0"
"Server34","12/11/2020","high","0"
"Server34","12/11/2020","critical","0"
"Server34","12/11/2020","total","0"
"Server35","12/11/2020","none","0"
"Server35","12/11/2020","low","0"
"Server35","12/11/2020","medium","0"
"Server35","12/11/2020","high","0"
"Server35","12/11/2020","critical","0"
"Server35","12/11/2020","total","0"
"Server36","12/11/2020","none","13"
"Server36","12/11/2020","low","1"
"Server36","12/11/2020","medium","4"
"Server36","12/11/2020","high","2"
"Server36","12/11/2020","critical","1"
"Server36","12/11/2020","total","21"
"Server37","12/11/2020","none","0"
"Server37","12/11/2020","low","0"
"Server37","12/11/2020","medium","0"
"Server37","12/11/2020","high","0"
"Server37","12/11/2020","critical","0"
"Server37","12/11/2020","total","0"
"Server38","12/11/2020","none","0"
"Server38","12/11/2020","low","0"
"Server38","12/11/2020","medium","0"
"Server38","12/11/2020","high","0"
"Server38","12/11/2020","critical","0"
"Server38","12/11/2020","total","0"
"Server39","12/11/2020","none","17"
"Server39","12/11/2020","low","1"
"Server39","12/11/2020","medium","6"
"Server39","12/11/2020","high","3"
"Server39","12/11/2020","critical","1"
"Server39","12/11/2020","total","29"
"Server40","12/11/2020","none","0"
"Server40","12/11/2020","low","0"
"Server40","12/11/2020","medium","0"
"Server40","12/11/2020","high","0"
"Server40","12/11/2020","critical","0"
"Server40","12/11/2020","total","0"
"Server41","12/11/2020","none","0"
"Server41","12/11/2020","low","0"
"Server41","12/11/2020","medium","0"
"Server41","12/11/2020","high","0"
"Server41","12/11/2020","critical","0"
"Server41","12/11/2020","total","0"
"Server42","12/11/2020","none","0"
"Server42","12/11/2020","low","0"
"Server42","12/11/2020","medium","0"
"Server42","12/11/2020","high","0"
"Server42","12/11/2020","critical","0"
"Server42","12/11/2020","total","0"
"Server43","12/11/2020","none","0"
"Server43","12/11/2020","low","0"
"Server43","12/11/2020","medium","0"
"Server43","12/11/2020","high","0"
"Server43","12/11/2020","critical","0"
"Server43","12/11/2020","total","0"
"Server44","12/11/2020","none","0"
"Server44","12/11/2020","low","0"
"Server44","12/11/2020","medium","0"
"Server44","12/11/2020","high","0"
"Server44","12/11/2020","critical","0"
"Server44","12/11/2020","total","0"
"Server45","12/11/2020","none","0"
"Server45","12/11/2020","low","0"
"Server45","12/11/2020","medium","0"
"Server45","12/11/2020","high","0"
"Server45","12/11/2020","critical","0"
"Server45","12/11/2020","total","0"
"Server46","12/11/2020","none","14"
"Server46","12/11/2020","low","1"
"Server46","12/11/2020","medium","5"
"Server46","12/11/2020","high","2"
"Server46","12/11/2020","critical","1"
"Server46","12/11/2020","total","24"
"Server47","12/11/2020","none","17"
"Server47","12/11/2020","low","1"
"Server47","12/11/2020","medium","6"
"Server47","12/11/2020","high","3"
"Server47","12/11/2020","critical","1"
"Server47","12/11/2020","total","28"
"Server48","12/11/2020","none","11"
"Server48","12/11/2020","low","1"
"Server48","12/11/2020","medium","4"
"Server48","12/11/2020","high","2"
"Server48","12/11/2020","critical","1"
"Server48","12/11/2020","total","19"
"Server49","12/11/2020","none","0"
"Server49","12/11/2020","low","0"
"Server49","12/11/2020","medium","0"
"Server49","12/11/2020","high","0"
"Server49","12/11/2020","critical","0"
"Server49","12/11/2020","total","0"
"Server0","12/12/2020","none","7"
"Server0","12/12/2020","low","1"
"Server0","12/12/2020","medium","2"
"Server0","12/12/2020","high","1"
"Server0","12/12/2020","critical","1"
"Server0","12/12/2020","total","12"
